Date,Time,Player,Nation,Days,Lap 1,Lap 2,Lap 3,Lap 4,Lap 5,Lap 6,Lap 7,Coins & Shrooms,Combination
2017-06-03,0:47.408,Luigi_Fan2,,1,6.678,6.859,6.827,6.791,6.783,6.751,6.719,3-3-0-0-0-0-0,Luigi,W 25 Silver Arrow
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2017-06-04,0:47.280,えぢから,,4,6.984,6.760,6.712,6.721,6.692,6.695,6.716,3-3-0-0-0-0-0,Luigi,Wild Wiggler
3-0-0-0-0-0-0,Button,Paper Glider
2017-06-08,0:47.202,Darky,,33,6.716,6.796,6.743,6.725,6.745,6.750,6.727,3-1-2-0-0-0-0,Peach,Wild Wiggler
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-11,0:47.201,3-UP,,<1,6.813,6.767,6.750,6.736,6.738,6.702,6.695,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-11,0:47.191,Darky,,<1,6.948,6.728,6.751,6.686,6.710,6.686,6.682,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-11,0:47.162,Darky,,<1,6.874,6.830,6.701,6.667,6.669,6.703,6.718,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-11,0:47.125,Darky,,<1,6.865,6.776,6.728,6.707,6.668,6.693,6.688,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-11,0:47.068,Darky,,<1,6.846,6.756,6.683,6.748,6.665,6.659,6.711,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-11,0:47.026,Darky,,2,6.873,6.739,6.699,6.702,6.686,6.677,6.650,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-13,0:47.019,Darky,,1,6.724,6.780,6.711,6.741,6.711,6.678,6.674,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-14,0:47.008,Darky,,<1,6.706,6.753,6.730,6.669,6.733,6.705,6.712,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-14,0:46.999,Darky,,6,6.738,6.778,6.701,6.713,6.681,6.687,6.701,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-20,0:46.971,Darky,,<1,6.731,6.748,6.693,6.726,6.663,6.719,6.691,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-20,0:46.964,Darky,,9,6.793,6.781,6.651,6.715,6.659,6.655,6.710,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2017-07-29,0:46.939,alpha,,<1,6.610,6.824,6.696,6.702,6.676,6.672,6.759,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2017-07-29,0:46.851,Darky,,33,6.752,6.713,6.654,6.708,6.709,6.657,6.658,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2017-08-31,0:46.809,Darky,,3,6.576,6.769,6.715,6.671,6.689,6.710,6.679,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2017-09-03,0:46.793,Darky,,34,6.612,6.753,6.692,6.671,6.739,6.659,6.667,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2017-10-07,0:46.779,Darky,,8,6.682,6.721,6.665,6.714,6.657,6.674,6.666,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2017-10-15,0:46.702,Darky,,83,6.548,6.760,6.657,6.701,6.678,6.673,6.685,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2018-01-06,0:46.696,Darky,,59,6.604,6.720,6.673,6.657,6.700,6.648,6.694,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2018-03-06,0:46.589,Darky,,192,6.562,6.737,6.673,6.663,6.624,6.671,6.659,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2018-09-14,0:46.582,Darky,,26,6.551,6.735,6.657,6.667,6.671,6.654,6.647,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Paper Glider
2018-10-10,0:46.563,Darky,,32,6.583,6.724,6.664,6.646,6.665,6.633,6.648,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2018-11-11,0:46.526,Darky,,5,6.515,6.761,6.657,6.644,6.648,6.647,6.654,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2018-11-16,0:46.525,Darky,,9,6.497,6.736,6.671,6.662,6.636,6.674,6.649,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2018-11-25,0:46.507,Darky,,2,6.524,6.724,6.662,6.623,6.669,6.650,6.655,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2018-11-27,0:46.471,Darky,,27,6.494,6.733,6.636,6.663,6.647,6.653,6.645,3-3-0-0-0-0-0,Luigi,Standard Bike
3-0-0-0-0-0-0,Leaf Tires,Cloud Glider
2018-12-24,0:46.367,alpha,,1,6.803,6.817,6.535,6.549,6.517,6.593,6.553,3-3-0-0-0-0-0,Baby Peach,Biddybuggy
3-0-0-0-0-0-0,Roller,Paper Glider
2018-12-25,0:46.243,alpha,,<1,6.791,6.866,6.472,6.451,6.539,6.603,6.521,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Roller,Paper Glider
2018-12-25,0:46.191,alpha,,<1,6.709,6.798,6.560,6.523,6.541,6.536,6.524,3-3-0-0-0-0-0,Baby Peach,Mr. Scooty
3-0-0-0-0-0-0,Roller,Paper Glider
2018-12-25,0:46.149,alpha,,3,6.662,6.902,6.533,6.514,6.500,6.514,6.524,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Roller,Paper Glider
2018-12-28,0:46.104,alpha,,<1,6.900,6.793,6.477,6.518,6.432,6.471,6.513,3-3-0-0-0-0-0,Baby Peach,Mr. Scooty
3-0-0-0-0-0-0,Roller,Paper Glider
2018-12-28,0:46.005,alpha,,4,6.705,6.839,6.453,6.511,6.474,6.532,6.491,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Roller,Paper Glider
2019-01-01,0:45.985,alpha,,144,6.818,6.831,6.442,6.447,6.478,6.479,6.490,3-3-0-0-0-0-0,Baby Peach,Mr. Scooty
3-0-0-0-0-0-0,Roller,Paper Glider
2019-05-25,0:45.960,alpha,,73,6.616,6.853,6.618,6.430,6.462,6.456,6.525,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Roller,Cloud Glider
2019-08-06,0:45.920,alpha,,28,6.691,6.805,6.478,6.527,6.490,6.566,6.363,3-3-0-0-0-0-0,Baby Peach,Mr. Scooty
3-0-0-0-0-0-0,Roller,Paper Glider
2019-09-03,0:45.876,alpha,,75,6.634,6.839,6.433,6.502,6.501,6.507,6.460,3-3-0-0-0-0-0,Baby Peach,Mr. Scooty
3-0-0-0-0-0-0,Roller,Cloud Glider
2019-11-17,0:45.851,alpha,,<1,6.607,6.944,6.496,6.509,6.467,6.416,6.412,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Roller,Cloud Glider
2019-11-17,0:45.681,alpha,,60,6.595,6.814,6.487,6.436,6.446,6.440,6.463,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Roller,Cloud Glider
2020-01-16,0:45.652,alpha,,89,6.632,6.799,6.425,6.445,6.550,6.426,6.375,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Roller,Cloud Glider
2020-04-14,0:45.602,alpha,,62,6.587,6.804,6.478,6.448,6.394,6.464,6.427,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Roller,Cloud Glider
2020-06-15,0:45.559,alpha,,4,6.659,6.831,6.444,6.353,6.380,6.465,6.427,3-3-0-0-0-0-0,Baby Peach,Mr. Scooty
3-0-0-0-0-0-0,Roller,Cloud Glider
2020-06-19,0:45.357,alpha,,214,6.497,6.867,6.430,6.481,6.344,6.298,6.440,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Button,Cloud Glider
2021-01-19,0:45.349,alpha,,5,6.613,6.819,6.359,6.349,6.401,6.379,6.429,3-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
3-0-0-0-0-0-0,Button,Parachute
2021-01-24,0:45.318,EternalX,,1,7.966,6.343,6.222,6.233,6.161,6.219,6.174,7-3-0-0-0-0-0,Baby Peach,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-01-25,0:45.196,EternalX,,34,7.937,6.310,6.186,6.193,6.194,6.187,6.189,7-3-0-0-0-0-0,Baby Peach,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-02-28,0:45.137,alpha,,12,7.834,6.387,6.172,6.178,6.181,6.157,6.228,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-03-12,0:45.069,alpha,,8,7.865,6.355,6.161,6.138,6.192,6.174,6.184,7-3-0-0-0-0-0,Baby Peach,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-03-20,0:45.056,EternalX,,<1,7.813,6.348,6.185,6.207,6.173,6.162,6.168,7-3-0-0-0-0-0,Baby Peach,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-03-20,0:45.023,alpha,,1,7.796,6.312,6.181,6.159,6.155,6.187,6.233,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-03-21,0:45.019,EternalX,,2,7.755,6.304,6.159,6.191,6.194,6.187,6.229,7-3-0-0-0-0-0,Baby Peach,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-03-23,0:45.001,alpha,,1,7.848,6.314,6.143,6.152,6.198,6.185,6.161,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-03-24,0:44.967,EternalX,,30,7.766,6.290,6.225,6.173,6.178,6.178,6.157,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-04-23,0:44.964,alpha,,2,7.799,6.343,6.161,6.131,6.178,6.162,6.190,7-3-0-0-0-0-0,Baby Peach,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-04-25,0:44.935,EternalX,,63,7.795,6.371,6.180,6.142,6.175,6.128,6.144,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-06-27,0:44.899,EternalX,,24,7.793,6.294,6.195,6.176,6.163,6.143,6.135,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button ,Parachute
2021-07-21,0:44.872,EternalX,,1,7.845,6.279,6.146,6.147,6.164,6.136,6.155,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-07-22,0:44.866,EternalX,,3,7.741,6.265,6.154,6.187,6.176,6.159,6.184,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-07-25,0:44.854,EternalX,,<1,7.728,6.320,6.146,6.135,6.189,6.164,6.172,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-07-25,0:44.833,EternalX,,2,7.760,6.294,6.163,6.110,6.170,6.142,6.194,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-07-27,0:44.819,EternalX,,7,7.770,6.289,6.186,6.148,6.119,6.130,6.177,7-3-0-0-0-0-0,Baby Daisy ,Mr. Scooty
2-1-0-0-0-0-0,Button ,Parachute
2021-08-03,0:44.815,EternalX ,,1,7.781,6.267,6.172,6.144,6.111,6.164,6.176,7-3-0-0-0-0-0,Baby Daisy ,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
2021-08-04,0:44.794,EternalX,,559,7.816,6.280,6.144,6.154,6.130,6.143,6.127,7-3-0-0-0-0-0,Baby Daisy,Mr. Scooty
2-1-0-0-0-0-0,Button,Parachute
